R1;Identificador;Identificador plan inversión;Padre;Identificador parque alta;Identificador parque baja;Denominación;Número serie;Potencia (kVA);Tensión explotación primario (kV);Tensión construcción primario (kV);Tensión explotación secundario (kV);Nivel BT;Relación de transformación;Intensidad nominal primario (A);Intensidad nominal secundario (A);Tipo máquina;Fecha APM;Fecha baja;Fecha cesión;Fecha fabricación;Propiedad;% Financiado;Expediente;Fabricante;Modelo;Conexión;Dieléctrico;Ventilación;Sistema refrigeración;Pérdidas vacío (kW);Pérdidas cortocircuito (kW);Intensidad de vacío (A);Pérdidas vacío B1 (kW);Pérdidas cortocircuito B1 (kW);Tensión de cortocircuito (%);Coeficiente K;Nº tomas AT;Nº tomas BT;Peso total (kg);Peso líquido (kg);Peso desencubar (kg);Volumen líquido (l);Depósito expansión;Relé de buchholz;Sensor temperatura;Detector nivel aceite;Regulación en carga;Norma;Titular;Nudo AT;Nudo BT;Observaciones;Coordenada X Z29;Coordenada Y Z29;Coordenada X Z31;Coordenada Y Z31;Sustituye a;Sustituido por;Fecha última inversión;Inspección;Código transformador;Impedancia de cortocircuito (%);Excluido conectividad;Digitalizar;infra_id;Presentar retribución
R1-112;'112.TRF.D200000040;;'112.CTR.D200000075;;;Transformador 112-L2028_1 630kVA CT28 DEPOSITO AGUA;'112-L2028_1;630;20;20;0,42;;47,62;18,187;866,025;Trafo Operativo;09/02/1995 00:00:00;;;01/01/2003 00:00:00;Propio;80;;;;DyN11;Aceite;;;0,001;6,5;;0;0;;;;;;;;;;;;;;630/24/20 B2 O-PA GE FND001;;0484468706CA368748439;0484468706CB368748439;;870420,118;4089056,067;-199744,928;4109836,478;;;;;;;;;;
