R1;Identificador;Identificador plan inversión;Padre;Denominación tramo;Número;Acometida;Código acometida;Tensión explotación (kV);Tensión construcción (kV);Longitud calculada (m);Longitud real (m);Situación;Tipo fase;Fase;Conductor;Sección del conductor (mm2);Intensidad máxima (A);Capacidad máxima (kVA);Capacidad calculada (kVA);Resistencia (Ω);Reactancia (Ω);Nº circuitos;Nº conductores;Fecha APM;Fecha baja;Fecha cesión;Fecha última inversión;Propiedad;% Financiado;Coordenada X inicio;Coordenada Y inicio;Coordenada Z inicio;Coordenada X fin;Coordenada Y fin;Coordenada Z fin;Nudo inicio;Nudo fin;CT AA;CCAA inicio;CCAA fin;Municipio;Provincia;Parroquia/población;Punto frontera;Titular;Expediente/CIE;Observaciones;Arqueta/apoyo Inicio;Arqueta/apoyo Fin;Nº segmentos;Borrado;Coordenada X inicio Z29;Coordenada Y inicio Z29;Coordenada X fin Z29;Coordenada Y fin Z29;Coordenada X inicio Z31;Coordenada Y inicio Z31;Coordenada X fin Z31;Coordenada Y fin Z31;Sustituye a;Sustituido por;Inspección;Excluido conectividad;Digitalizar;Presentar retribución
R1-112;'112.BTV.D100000771;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 16-AC1;'16-AC1;Sí;112-02804010;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA CU(2X10);10;135,9;94,1542819;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335515,354;4082654,0452;449;335516,354;4082654,0447;449;0484554487LB368755246;0484553366LB368755248;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870340,2652;4089129,1365;870341,2646;4089129,199;-199815,2636;4109919,3658;-199814,2599;4109919,3018;;;;;;
R1-112;'112.BTV.D100000393;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 36-37;'36-37;No;;0,4;0,4;3,6055512800000002;3,606;Fachada;Trifásico;;MANGUERA CU(4X6);6;83,8;58,05834307;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335568,354;4082651,0439;459;335566,354;4082654,0437;459;0484494983LB368755068;0484497291LB368755335;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870393,4211;4089129,4728;870391,2336;4089132,3448;-199762,2581;4109912,9885;-199764,075;4109916,1264;;;;;;
R1-112;'112.BTV.D100000452;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 170-AC1;'170-AC1;Sí;112-02802145;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335691,355;4082815,0435;438;335691,355;4082816,0435;438;0484360592LB368770059;0484360613LB368770149;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870506,0237;4089301,112;870505,9608;4089302,1113;-199628,39;4110069,7854;-199628,3265;4110070,7891;;;;;;
R1-112;'112.BTV.D100000148;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 99-AC1;'99-AC1;Sí;112-02802081;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335636,356;4082892,0455;419;335637,356;4082893,0451;419;0484423942LB368776901;0484422842LB368776993;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870446,2123;4089374,6045;870447,1488;4089375,6664;-199678,7035;4110150,5641;-199677,6363;4110151,5039;;;;;;
R1-112;'112.BTV.D100000701;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 175-176;'175-176;No;;0,4;0,4;5;5;Fachada;Trifásico;;RZ 4X50 AL;50;150;103,92304845;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335449,355;4082693,0467;438;335445,355;4082690,0474;438;0484629350LB368758645;0484633771LB368758368;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;112.APO.SG000399787;1;;870271,8527;4089163,9598;870268,0439;4089160,7107;-199879,0308;4109962,7017;-199883,236;4109959,9454;;;;;;
R1-112;'112.BTV.D100000478;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 205-AC1;'205-AC1;Sí;112-02802171;0,4;0,4;1,0001;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335646,355;4082792,0436;451;335646,355;4082791,0436;451;0484410561LB368767908;0484410540LB368767818;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870462,4993;4089275,2941;870462,5622;4089274,2947;-199675,0167;4110049,5576;-199675,0802;4110048,5539;;;;;;
R1-112;'112.BTV.D100000706;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 180-AC1;'180-AC1;Sí;112-02804128;0,4;0,4;1;1;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335451,355;4082700,0469;438;335450,355;4082700,0474;438;0484627259LB368759280;0484628381LB368759278;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399795;;1;;870273,4109;4089171,0816;870272,4115;4089171,0191;-199876,5789;4109969,6009;-199877,5825;4109969,6648;;;;;;
R1-112;'112.BTV.D100000694;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 171-172;'171-172;No;;0,4;0,4;2,82842712;2,8280000000000003;Aérea;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335437,355;4082688,0468;438;335435,355;4082690,0467;438;0484642700LB368758174;0484644986LB368758351;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;112.APO.SG000399774;1;;870260,1748;4089158,2078;870258,0502;4089160,0806;-199891,3926;4109958,4452;-199893,273;4109960,5795;;;;;;
R1-112;'112.BTV.D100000171;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 110-111;'110-111;No;;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335617,356;4082906,0465;420;335616,356;4082907,0459;420;0484445555LB368778129;0484446698LB368778218;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870426,3429;4089387,4009;870425,2806;4089388,3367;-199696,8848;4110165,8232;-199697,8251;4110166,8898;;;;;;
R1-112;'112.BTV.XX00000055;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 191-AC4;'191-AC4;Sí;112-02804155;0,23;0,4;14,86606875;14,866;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;45,53388368;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335424,355;4082649,0471;448;335429,355;4082635,0468;448;0484656433LB368754638;0484650522LB368753385;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870249,6375;4089118,4143;870255,5156;4089104,7374;-199906,9167;4109920,1266;-199902,787;4109905,757;;;;;;
R1-112;'112.BTV.D100000684;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 165-AC1;'165-AC1;Sí;112-02804121;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335478,355;4082713,0475;440;335479,355;4082712,047;440;0484597261LB368760498;0484596118LB368760410;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870299,5758;4089185,7734;870300,6381;4089184,8365;-199848,6536;4109980,9354;-199847,7134;4109979,8677;;;;;;
R1-112;'112.BTV.D100000255;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 159-161;'159-161;No;;0,4;0,4;3,16227766;3,162;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335652,355;4082842,0446;432;335649,355;4082843,0437;432;0484404916LB368772424;0484408302LB368772508;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399999;;1;;870465,3485;4089325,6416;870462,2874;4089326,4513;-199665,8199;4110099,3625;-199668,7676;4110100,5558;;;;;;
R1-112;'112.BTV.D100000810;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 76-AC1;'76-AC1;Sí;112-02804053;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335496,355;4082721,0458;440;335496,355;4082720,0457;440;0484577247LB368761250;0484577226LB368761160;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870317,0611;4089194,8995;870317,1241;4089193,9002;-199830,0792;4109987,8205;-199830,1427;4109986,8167;;;;;;
R1-112;'112.BTV.D100000094;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 73-AC1;'73-AC1;Sí;112-02802053;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X2.5);2,5;31,7;21,962404239999998;;8,21;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335679,355;4082865,0437;424;335680,355;4082866,0443;424;0484375133LB368774543;0484374033LB368774635;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870490,8841;4089350,3258;870491,8205;4089351,3888;-199637,2599;4110120,7324;-199636,1927;4110121,6733;;;;;;
R1-112;'112.BTV.D100000651;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 142-148;'142-148;No;;0,4;0,4;6,324555320000001;6,325;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335537,355;4082798,046;442;335543,355;4082800,0466;442;0484532936LB368768259;0484526250LB368768450;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870353,1893;4089274,4323;870359,0597;4089276,8093;-199784,0388;4110062,5026;-199777,8895;4110064,1296;;;;;;
R1-112;'112.BTV.D200000314;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 5-6;'5-6;No;;0,4;0,4;49,7467488;49,81;Subterránea;Trifásico;;RV 3X240 AL /150;240;320;221,70250337;;0,125;0,08;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335612,629;4082664,408;475;335640,875;4082705,3564;475;0484445619LB368756350;0484414829LB368760088;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870436,8274;4089145,6152;870462,4787;4089188,3159;-199716,9709;4109923,5911;-199686,0206;4109962,8977;;;;;;
R1-112;'112.BTV.D100000286;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 191-192;'191-192;No;;0,4;0,4;3,16230928;3,162;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335590,356;4082878,0465;425;335587,356;4082879,0457;425;0484475229LB368775559;0484478615LB368775644;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870401,1221;4089357,7189;870398,061;4089358,5286;-199725,7624;4110139,4339;-199728,7101;4110140,6272;;;;;;
R1-112;'112.BTV.D100000033;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 38-39;'38-39;No;;0,4;0,4;11,04536102;11,045;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335719,354;4082696,0424;443;335718,354;4082685,0417;443;0484326613LB368759386;0484327496LB368758393;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000400045;;1;;870541,4952;4089183,947;870541,1881;4089172,8901;-199607,8427;4109948,5668;-199609,5449;4109937,5888;;;;;;
R1-112;'112.BTV.D100000809;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 75-AC1;'75-AC1;Sí;112-02804052;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335501,355;4082727,0457;445;335501,355;4082728,0457;445;0484571770LB368761799;0484571792LB368761889;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870321,6804;4089201,2104;870321,6175;4089202,2098;-199824,6797;4109993,5251;-199824,6163;4109994,5288;;;;;;
R1-112;'112.BTV.D100000732;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 178-192;'178-192;No;;0,4;0,4;3,16227766;3,162;Aérea;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335415,355;4082679,0473;438;335414,355;4082682,0478;438;0484667177LB368757325;0484668364LB368757593;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;112.APO.SG000399744;1;;870238,755;4089147,8293;870237,5668;4089150,765;-199914,0453;4109950,8091;-199914,8585;4109953,8842;;;;;;
R1-112;'112.BTV.D100000553;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 90-91;'90-91;No;;0,4;0,4;3,16227766;3,162;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335501,355;4082675,0464;446;335500,355;4082678,0458;446;0484570642LB368757114;0484571829LB368757383;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870324,9531;4089149,2435;870323,765;4089152,1781;-199827,9811;4109941,3334;-199828,7944;4109944,4074;;;;;;
R1-112;'112.BTV.D100000444;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 163-AC1;'163-AC1;Sí;112-02802137;0,4;0,4;1,01;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335637,355;4082849,0448;433;335637,355;4082848,0448;433;0484421890LB368773028;0484421868LB368772938;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870449,9172;4089331,6934;870449,9801;4089330,694;-199680,4309;4110107,3409;-199680,4945;4110106,3372;;;;;;
R1-112;'112.BTV.D200000330;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 15-16;'15-16;No;;0,4;0,4;38,052595180000004;38,066;Aérea;Trifásico;;RZ 4X50 AL;50;150;103,92304845;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335699,354;4082689,0424;442;335701,354;4082651,0424;442;0484348891LB368758720;0484345825LB368755300;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000400034;112.APO.SG000400037;1;;870521,9481;4089175,6926;870526,3386;4089137,842;-199628,3611;4109942,8106;-199628,7663;4109904,5431;;;;;;
R1-112;'112.BTV.D100000177;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 113-114;'113-114;No;;0,4;0,4;7,07106781;7,071;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335610,356;4082913,0465;415;335605,356;4082918,0466;415;0484453557LB368778748;0484459273LB368779190;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870418,9067;4089393,9559;870413,595;4089398,6382;-199703,4663;4110173,2935;-199708,1673;4110178,6296;;;;;;
R1-112;'112.BTV.D100000023;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 31-AC2;'31-AC2;Sí;112-02802024;0,4;0,4;9,43398113;9,434;Subterránea;Monofásico;;MANGUERA CU(2X16);16;177,8;123,18345343;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335732,355;4082782,0416;436;335727,355;4082774,0416;436;0484313895LB368767157;0484319329LB368766427;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.ARQ.SG000556531;;1;;870549,0753;4089270,7111;870544,582;4089262,4013;-199589,3337;4110034,0585;-199594,8601;4110026,3463;;;;;;
R1-112;'112.BTV.D100000202;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 127-AC1;'127-AC1;Sí;112-02802107;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;'79,18936292000001;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335598,356;4082913,0464;415;335597,356;4082912,0458;415;0484467015LB368778727;0484468115LB368778635;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870406,9141;4089393,2006;870405,9777;4089392,1376;-199715,5107;4110174,0554;-199716,5779;4110173,1145;;;;;;
R1-112;'112.BTV.D100000711;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 182-AC1;'182-AC1;Sí;112-02804131;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;'79,18936292000001;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335472,355;4082714,047;434;335471,3551;4082715,0475;434;0484604011LB368760578;0484605155LB368760666;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870293,5166;4089186,3947;870292,4543;4089187,3316;-199854,6124;4109982,3196;-199855,5524;4109983,3872;;;;;;
R1-112;'112.BTV.D100000150;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 100-AC1;'100-AC1;Sí;112-02802082;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X2.5);2,5;31,7;21,962404239999998;;8,21;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335640,356;4082889,0448;419;335641,356;4082890,0455;419;0484419391LB368776637;0484418291LB368776729;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870450,3987;4089371,8574;870451,3351;4089372,9204;-199674,8793;4110147,2983;-199673,812;4110148,2392;;;;;;
R1-112;'112.BTV.D100000741;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 196-197;'196-197;No;;0,4;0,4;2,23606798;2,236;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335406,355;4082705,0485;434;335405,355;4082707,0479;434;0484677835LB368759652;0484679000LB368759830;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870228,1242;4089173,2478;870226,999;4089175,183;-199921,4278;4109977,478;-199922,3046;4109979,5482;;;;;;
R1-112;'112.ACO.SG000795034;;'112.LBT.D200000129;LP03 NAVARRETE Y ½ CANTARRANA-PRADO 31;'31;Sí;;0,4;1;1,0415615900000001;0,9900000000000001;Fachada;Monofásico;S;2X10 Cu TRENZADO AÉREO;10;77;53,34716487;;1,9500000000000002;0,11;1;Simplex;8/7/2025, 2:00:00;;;8/7/2025, 2:00:00;Propio;100;335683,1411;4082831,4321;431,31402588000003;335683,7241;4082832,2951;431,31402588000003;0484370159LB368771521;0484369523LB368771600;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870496,7834;4089316,9734;870497,3117;4089317,8726;-199635,5938;4110086,7562;-199634,9538;4110087,5853;;;;;;
R1-112;'112.BTV.D100000802;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 61-AC1;'61-AC1;Sí;112-02804045;0,4;0,4;1,00000001;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335540,355;4082710,0451;450;335541,355;4082710,0446;450;0484527663LB368760336;0484526541LB368760337;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870361,7261;4089186,675;870362,7255;4089186,7375;-199786,6148;4109973,9856;-199785,6111;4109973,9216;;;;;;
R1-112;'112.BTV.D100000128;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 89-AC1;'89-AC1;Sí;112-02802071;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X2.5);2,5;31,7;21,962404239999998;;8,21;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335719,355;4082836,0433;430;335718,355;4082835,0427;430;0484329644LB368772000;0484330744LB368771908;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870532,6846;4089323,8611;870531,7481;4089322,7981;-199598,9532;4110089,0852;-199600,0205;4110088,1443;;;;;;
R1-112;'112.BTV.D100000231;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 141-AC2;'141-AC2;Sí;112-02802121;0,4;0,4;4,12310563;4,123;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335565,356;4082913,0472;414;335566,356;4082917,0468;414;0484504025LB368778669;0484502991LB368779032;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870373,9346;4089391,1243;870374,6823;4089395,1843;-199748,6327;4110176,1514;-199747,375;4110180,1022;;;;;;
R1-112;'112.BTV.D100000056;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 50-51;'50-51;No;;0,4;0,4;12,80624847;12,806000000000001;Subterránea;Trifásico;;RV 4X50 AL;50;120;83,13843876;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335743,355;4082759,0422;436;335735,355;4082749,0423;436;0484301060LB368765104;0484309816LB368764189;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.ARQ.SG000556542;112.ARQ.SG000556533;1;;870561,5161;4089248,4183;870554,1504;4089237,9211;-199579,7532;4110010,2756;-199588,4177;4110000,7467;;;;;;
R1-112;'112.BTV.D100000187;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 97-119;'97-119;No;;0,4;0,4;19,20937271;19,235;Fachada;Trifásico;;RZ 4X150 AL;150;240;166,27687753;;0,124;0,085;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335632,356;4082895,0452;420;335617,356;4082907,0465;420;0484428493LB368777164;0484445576LB368778219;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;2;;870442,026;4089377,3505;870426,2799;4089388,4003;-199682,5279;4110153,8288;-199696,8214;4110166,8269;;;;;;
R1-112;'112.BTV.D100000686;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 166-AC1;'166-AC1;Sí;112-02804122;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335452,355;4082696,0475;438;335453,355;4082695,047;438;0484626051LB368758921;0484624908LB368758833;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870274,6619;4089167,1476;870275,7243;4089166,2107;-199875,8291;4109965,5232;-199874,8889;4109964,4555;;;;;;
R1-112;'112.BTV.D100000472;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 198-AC1;'198-AC1;Sí;112-02802165;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335667,355;4082780,044;457;335668,355;4082780,0436;457;0484386750LB368766864;0484385628LB368766865;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870484,2414;4089264,6237;870485,2408;4089264,6862;-199654,7009;4110036,1803;-199653,6972;4110036,1164;;;;;;
R1-112;'112.BTV.D100000370;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 16-18;'16-18;No;;0,4;0,4;5,385164809999999;6,164;Fachada;Trifásico;;MANGUERA CU(4X6);6;83,8;58,05834307;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335515,354;4082654,0452;446;335513,354;4082659,0451;446;0484554487LB368755246;0484556838LB368755693;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870340,2652;4089129,1365;870337,9518;4089134,0074;-199815,2636;4109919,3658;-199816,9536;4109924,5111;;;;;;
R1-112;'112.BTV.D100000091;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 71-72;'71-72;No;;0,4;0,4;5,83095189;5,831;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335690,355;4082859,0442;424;335685,355;4082862,0443;424;0484362666LB368774021;0484368339LB368774283;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870502,2549;4089345,0224;870497,0692;4089347,7059;-199626,6001;4110114,0124;-199631,4281;4110117,341;;;;;;
R1-112;'112.BTV.D100000108;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 80-AC2;'80-AC2;Sí;112-02802060;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X2.5);2,5;31,7;21,962404239999998;;8,21;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335666,355;4082864,044;424;335667,355;4082863,0446;424;0484389691LB368774430;0484388548LB368774342;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870477,9551;4089348,5085;870479,0174;4089347,5727;-199650,3714;4110120,5544;-199649,4312;4110119,4878;;;;;;
R1-112;'112.BTV.D100000670;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 157-AC2;'157-AC2;Sí;112-02804115;0,4;0,4;1,4142842700000002;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335604,355;4082804,0451;452;335605,355;4082803,0446;452;0484457925LB368768916;0484456781LB368768828;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870419,77;4089284,6446;870420,8323;4089283,7077;-199716,41;4110064,27;-199715,4699;4110063,2023;;;;;;
R1-112;'112.BTV.D100000476;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 203-AC1;'203-AC1;Sí;112-02802169;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335655,355;4082786,0439;447;335654,355;4082785,0444;447;0484400338LB368767383;0484401437LB368767291;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870471,8712;4089269,8646;870470,9348;4089268,8027;-199666,3644;4110042,9643;-199667,4315;4110042,0245;;;;;;
